-2.000000, -7.000000
-1.781250, -6.437500
-1.580078, -5.923828
-1.394958, -5.454834
-1.224495, -5.026722
-1.067410, -4.636021
-0.922534, -4.279556
-0.788798, -3.954426
-0.665222, -3.657974
-0.550911, -3.387775
-0.445043, -3.141607
-0.346867, -2.917441
-0.255697, -2.713422
-0.170903, -2.527852
-0.091908, -2.359180
-0.018183, -2.205987
0.050754, -2.066976
0.115347, -1.940962
0.176002, -1.826861
0.233091, -1.723683
0.286956, -1.630521
0.337910, -1.546548
0.386240, -1.471008
0.432209, -1.403210
0.476059, -1.342522
0.518013, -1.288368
0.558274, -1.240221
0.597031, -1.197600
0.634456, -1.160064
0.670708, -1.127214
0.705934, -1.098682
0.740268, -1.074135
0.773834, -1.053269
0.806749, -1.035804
0.839118, -1.021488
0.871039, -1.010090
0.902605, -1.001399
0.933898, -0.995225
0.964999, -0.991392
0.995980, -0.989742
1.026910, -0.990132
1.057851, -0.992431
1.088865, -0.996519
1.120006, -1.002291
1.151328, -1.009648
1.182879, -1.018503
1.214707, -1.028777
1.246856, -1.040397
1.279369, -1.053301
1.312285, -1.067430
1.345642, -1.082734
1.379477, -1.099165
1.413826, -1.116685
1.448723, -1.135256
1.484199, -1.154848
1.520288, -1.175432
1.557021, -1.196986
1.594426, -1.219488
1.632535, -1.242922
1.671377, -1.267272
1.710979, -1.292529
1.751370, -1.318682
1.792579, -1.345725
1.834633, -1.373653
1.877560, -1.402465
1.921387, -1.432158
1.966142, -1.462735
2.011852, -1.494198
2.058546, -1.526551
2.106251, -1.559801
2.154994, -1.593954
2.204806, -1.629019
2.255712, -1.665006
2.307744, -1.701925
2.360929, -1.739789
2.415297, -1.778610
2.470879, -1.818403
2.527704, -1.859183
2.585803, -1.900965
2.645209, -1.943768
2.705951, -1.987608
2.768064, -2.032504
2.831580, -2.078477
2.896532, -2.125546
2.962956, -2.173732
3.030885, -2.223059
3.100355, -2.273548
3.171404, -2.325223
3.244067, -2.378110
3.318383, -2.432232
3.394390, -2.487616
3.472128, -2.544290
3.551637, -2.602280
3.632958, -2.661614
3.716134, -2.722323
3.801206, -2.784437
3.888220, -2.847985
3.977219, -2.912999
4.068251, -2.979513
4.161361, -3.047559
4.256597, -3.117172
4.354008, -3.188386
4.453645, -3.261237
4.555559, -3.335763
4.659802, -3.412000
4.766427, -3.489988
4.875489, -3.569765
4.987044, -3.651373
5.101149, -3.734852
5.217863, -3.820246
5.337246, -3.907597
5.459359, -3.996950
5.584263, -4.088351
5.712024, -4.181845
5.842707, -4.277481
5.976378, -4.375308
6.113107, -4.475375
6.252962, -4.577733
6.396016, -4.682435
6.542342, -4.789534
6.692015, -4.899084
6.845112, -5.011142
7.001710, -5.125765
7.161890, -5.243012
7.325734, -5.362942
7.493326, -5.485616
7.664751, -5.611098
7.840098, -5.739452
8.019456, -5.870742
